Formula,No. of Elements,Discovery Process,Space Group,Point Group,Crystal System,Band Gap,Is Gap Direct?,a,b,c
As2S5,2,bottom-up,P2_1/c,2/m,monoclinic,0.09580000000000011,False,7.46591495,7.155705979191093,32.14495139057911
Bi4F,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,4.32495476,13.169570190280275,33.71300942554487
TaTe2,2,bottom-up,P-1,-1,triclinic,0.0,False,13.290707982572787,13.287999371942272,23.730423613131133
InBi3,2,bottom-up,P-3m1,-3m,trigonal,0.1737000000000002,True,9.089205460000002,9.089205793912539,21.198253
Sc2I5,2,bottom-up,P2_1/m,2/m,monoclinic,0.12919999999999998,False,3.98070748,16.341326741532995,26.5006095308987
Bi9Br2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,4.43731784,13.178853193088395,34.95071362239473
Te3P2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0875999999999999,False,3.90798042,9.91441800316003,26.242013043014836
AlF,2,bottom-up,Pbcm,mmm,orthorhombic,0.7992000000000001,True,5.71472019,4.90963967,23.094001
HgI2,2,bottom-up,P-3,-3,trigonal,1.3131,False,7.47722714,7.477227462739125,23.168642
MnBr4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,5.93934426,6.957362177554433,23.09395390379103
V2Te3,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,3.3537088331590446,10.044130370291946,24.971444428434133
Cr3Se4,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.660314,3.65992241089275,29.26972902402817
AlS,2,bottom-up,P-3m1,-3m,trigonal,2.0968999999999998,False,3.59579384,3.595793541123198,24.623155
VSe2,2,bottom-up,P-1,-1,triclinic,0.0,False,12.037321006984694,12.039018846678342,23.732559610488018
CrBr2,2,bottom-up,P2_1/c,2/m,monoclinic,0.3239000000000001,False,3.967428,6.558881771239515,21.51548401329619
Ga2S,2,bottom-up,P3,3,trigonal,1.0210000000000004,False,10.93565464000001,10.935654340187831,23.56451
Ca5Rh,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0,False,6.72961719,7.54379747,25.78836
AlP3,2,bottom-up,P-3m1,-3m,trigonal,0.718,False,7.2331180000017286,7.233117822881707,21.19825300000295
Si4Ir,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,5.900706572860129,5.900706092860179,22.924308000000106
TlTe,2,bottom-up,P-1,-1,triclinic,0.6525000000000001,True,4.46505452179489,13.27827675534483,25.58842682196577
MgF2,2,bottom-up,P-4m2,-42m,tetragonal,6.7101,False,3.3799048400547074,3.3801103205391994,22.65619100350528
InTe,2,bottom-up,P-1,-1,triclinic,1.3874,False,4.337776891105899,12.993165084942317,25.59186196115435
Ti3Te2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.526431062777983,3.5264309627779538,26.086724000000483
CrS3,2,bottom-up,P2_1/c,2/m,monoclinic,0.4902000000000002,True,10.1479798,9.958170328942368,24.48309897605217
CoCl4,2,bottom-up,P2_1,2,monoclinic,0.0,False,5.798762376417326,6.405155476514504,22.976237625646718
AlP5,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.40749999999999975,True,6.46178029,11.82803837,26.806861
TlP3,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,7.63478407580424,7.6775350778716085,21.198185304227437
Tc2F5,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,4.93341275,5.486801889057392,25.1716824606472
NbCl3,2,bottom-up,P-31m,-3m,trigonal,0.0,False,5.8080787944257155,5.807919492614181,22.719179092257757
B4Se3,2,bottom-up,Pmn2_1,mm2,orthorhombic,0.6366999999999998,False,3.265083,8.656231244642498,30.194774853664416
VBr4,2,bottom-up,P2_1/c,2/m,monoclinic,0.08010000000000028,False,6.21499648,9.21040564614133,25.797446634846043
TaS3,2,bottom-up,P2_1/m,2/m,monoclinic,0.12849999999999984,False,3.404534,11.452687603037683,27.012983389876357
PCl3,2,bottom-up,P2_1/c,2/m,monoclinic,3.8724,False,8.255410483437574,9.534776000000054,24.560382222436257
TeF,2,bottom-up,C2/m,2/m,monoclinic,1.1561,False,3.925919758942865,7.6666541830989745,25.9128042809256
TlSb5,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.7184,True,7.96601993,14.13889327,26.806861
SnI3,2,bottom-up,P1,1,triclinic,0.7262,False,6.506731401683413,7.838625787369174,24.445208812484584
NF4,2,bottom-up,P1,1,triclinic,1.3988999999999994,False,5.3207208854880745,5.422825792799268,22.440852995820393
Y7I10,2,bottom-up,P-1,-1,triclinic,0.0,False,4.075612454799646,18.25714836451046,26.845455646822497
Os4S5,2,bottom-up,P-1,-1,triclinic,0.0,False,8.310973646332599,8.353264347466897,22.535243106237978
Ta2O5,2,bottom-up,P2_1/m,2/m,monoclinic,3.6685999999999996,False,3.8420711400000003,10.842133356227652,24.974231768570117
Re2F7,2,bottom-up,P2_1,2,monoclinic,0.04859999999999998,False,5.19868847,7.576073646765995,31.326302264171346
BSb,2,bottom-up,P-6m2,-6m2,hexagonal,0.2189000000000001,True,3.737570000016187,3.7375745340336697,20.000000000000025
Mn2Br7,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,6.288055567063468,12.611836763674887,23.69029
NbCl5,2,bottom-up,P-1,-1,triclinic,2.1702,False,6.266633612441591,6.600230237122616,30.50128613274682
SnSb2,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.7101000000000001,False,4.338042930348806,11.764774749487389,25.60755546196217
Re2I5,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,6.44802333513967,6.911968824441746,25.16270442770254
Tl2Se,2,bottom-up,P3,3,trigonal,1.2782999999999998,False,12.69988586000003,12.699885360163075,23.56451
Sb2Pt,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,7.222524838636385,7.222196677018509,22.860005951544686
GeSb3,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,8.26487681066858,8.264692127280668,21.68016398082946
BaPb2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.5281800000012753,3.5281827911368198,24.445951000000207
As2Pd,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.8126850027230152,4.4149450800539976,24.556713071827772
Ta2O5,2,bottom-up,P2_1/m,2/m,monoclinic,2.9785999999999997,False,3.8333341000000005,6.6798312637565616,27.122948213812396
Te3W,2,bottom-up,P2_1/c,2/m,monoclinic,0.017900000000000027,True,10.95187294,11.294518120869833,24.489089881238787
InSb3,2,bottom-up,P-3m1,-3m,trigonal,0.4637000000000002,True,8.78289700543585,8.78282444859568,21.19825302513891
MgCu,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,4.037241029986443,4.0356476338928555,24.15958901601294
TaCl4,2,bottom-up,P2_1/c,2/m,monoclinic,0.3777999999999997,False,6.047625,11.697409770540016,24.509512688571043
AlP,2,bottom-up,P-6m2,-6m2,hexagonal,2.2554,False,3.9453191987333454,3.9471074881984727,20.000000000000785
BiI3,2,bottom-up,P2_1/c,2/m,monoclinic,2.4135999999999997,False,7.725473119657761,13.04160124,25.191441844588255
HfBr3,2,bottom-up,P-31m,-3m,trigonal,0.0,False,6.424658910002001,6.424663191989563,23.034941000005286
BeCu,2,bottom-up,P6/mmm,6/mmm,hexagonal,0.0,False,3.890121001852899,3.890146742578614,24.159589000012627
EuC2,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,2.6860688881123282,5.090172606451572,24.050628031899144
Y2F5,2,bottom-up,P2_1/m,2/m,monoclinic,0.4460999999999995,False,3.646594550000002,8.881978978584211,26.436003005606107
InN,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.8113000000000001,False,4.294120000359562,4.294294000268379,23.942319000514946
BiB,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.762988,3.762988,23.942319
MnS,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.5156480186373895,3.5156400186372894,23.119205000000974
Sn3Br8,2,bottom-up,P1,1,triclinic,1.2329999999999999,True,6.858036587124643,7.194316265476427,33.54225093269634
InP5,2,bottom-up,Pmc2_1,mm2,orthorhombic,1.0757000000000003,True,6.511354800007885,12.154033480337946,26.80686100074711
Sn3Ir,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.3900531654796895,6.390078135416308,25.63583200934085
In2S,2,bottom-up,P3,3,trigonal,0.7223000000000002,True,11.508018940000046,11.508019015245354,23.381968
BaGe2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.270014224481294,3.269994614763303,24.445951164737814
ScBe5,2,bottom-up,P1,1,triclinic,0.0,False,2.3428316722908202,4.207274815221131,25.973844531985694
ZnI2,2,bottom-up,P-4m2,-42m,tetragonal,2.9327000000000005,True,8.378753224803168,8.394451064301318,26.753850002901707
Sc2F5,2,bottom-up,P2_1/m,2/m,monoclinic,0.6779999999999999,False,3.1547963400002135,11.412315940969291,26.614463862343666
Mn3Br8,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,7.395327770222653,7.458992730454048,22.141102428743427
MoF2,2,bottom-up,P4/mbm,4/mmm,tetragonal,1.6483999999999996,True,11.662236960549158,11.676303150723145,28.92168200045191
AuS,2,bottom-up,P-1,-1,triclinic,0.3208000000000002,False,3.564241586617131,6.374429621263459,25.30146922047052
ZrBr3,2,bottom-up,P-31m,-3m,trigonal,0.0,False,6.509546,6.509545824107317,23.034941
IN4,2,bottom-up,P2/m,2/m,monoclinic,0.3380000000000001,False,4.27847354000006,9.532629861659732,33.9875316497937
PdC3,2,bottom-up,P1,1,triclinic,0.0,False,5.534237046402721,5.00708668204062,26.27698731331778
TiF3,2,bottom-up,P-1,-1,triclinic,0.4006999999999996,True,5.0620615477440385,5.211515981034018,23.573881084466283
GaP3,2,bottom-up,P-3m1,-3m,trigonal,0.7487999999999997,False,7.19940263000922,7.1994020100078835,21.198253000025904
CoSi3,2,bottom-up,P42_12,422,tetragonal,0.0,False,5.439006898214117,5.440106805642919,25.635831595848718
Sc2S3,2,bottom-up,P1,1,triclinic,1.6025999999999998,False,6.433576574976283,6.667832159401211,21.267938616993455
MnF2,2,bottom-up,P-3m1,-3m,trigonal,3.7363000000000004,True,3.333614006957164,3.333603370387965,23.320294042595435
Bi2O5,2,bottom-up,Pmn2_1,mm2,orthorhombic,0.04349999999999987,True,6.133484115709846,6.148235207517276,25.59616853666802
Mg2N,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.2110033110528216,3.211003359197593,23.01313700945844
CoPb3,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.50830322050946,6.509713560148332,25.635832001114398
AlF,2,bottom-up,P4mm,4mm,tetragonal,0.0,False,2.953768076427062,2.9537681664270035,22.48503400000043
InAs3,2,bottom-up,P-3m1,-3m,trigonal,0.6545000000000001,False,8.00079300052076,8.000769870924422,21.19825300025436
Te3N2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.099190291530258,10.054218694536099,26.29047864395739
CuF,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,2.9287516773454567,2.9225350935365286,23.814547247181956
B3Ir,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,3.5093373100001393,3.5093373333862763,25.130912000000077
NbTe3,2,bottom-up,P-1,-1,triclinic,0.0,False,6.038363394461386,7.342329493530065,26.333746948532742
NbF4,2,bottom-up,P2_1/c,2/m,monoclinic,0.12740000000000018,False,4.840414107684671,7.866947608253947,25.82755585800257
V3Cl8,2,bottom-up,P3m1,3m,trigonal,0.22020000000000017,True,6.516935,6.516935386691585,24.052163
Bi9F2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,4.38742252,13.120302458549022,34.941316581058786
P3C,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,6.272216370956636,6.272233218354071,21.680163402037508
As2Pt,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,7.324167134362036,6.795244415707576,22.895026042880165
InN,2,bottom-up,P-6m2,-6m2,hexagonal,0.5855999999999999,False,3.582492250021204,3.582492433403124,20.000000000128193
Sn3Pt,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.386238424992721,6.387009571838192,25.862686990425438
HgF2,2,bottom-up,P-3,-3,trigonal,1.9628999999999994,True,6.351826842508373,6.351628385880938,23.168642011078582
Y2Se3,2,bottom-up,P1,1,triclinic,1.6425,False,7.163355989951637,7.409609212902122,22.16863983627383
P3Pb,2,bottom-up,P-3m1,-3m,trigonal,0.5305999999999997,False,7.266397005518554,7.26642921738628,21.680164026143714
Tl2S3,2,bottom-up,P-62m,-6m2,hexagonal,0.7582,True,6.849800940142642,6.849799129082801,20.011829000043935
RhC3,2,bottom-up,P-1,-1,triclinic,0.0,False,5.088906681193681,5.030475366374486,27.286923999414036
N9Cl2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.269117080000615,9.139881548958883,35.12779926148288
Ge4Ir,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,6.146373220100179,6.146354090040678,22.924308000499458
Sc5I8,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.9099903500037194,14.578408428218312,25.193485114313617
Sb2O5,2,bottom-up,Pmn2_1,mm2,orthorhombic,1.2399000000000004,True,5.874071040083452,8.348679954541074,25.596389134187262
Se3N2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,2.838867877837793,9.423516472877422,26.256359415490866
N2O3,2,bottom-up,P1,1,triclinic,1.4348,True,3.4369819345303587,5.052889793243231,22.271622267532802
B2S,2,bottom-up,P1,1,triclinic,0.5692999999999999,False,8.338282603734491,8.085884355098674,23.541925689213496
HgF2,2,bottom-up,P-4m2,-42m,tetragonal,2.2432999999999996,True,7.517484611256885,7.516190140011741,26.753850004479183
CeC5,2,bottom-up,Pmmm,mmm,orthorhombic,0.0,False,3.291445637593479,4.703590943262083,23.338286000906933
CoGe3,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,5.643170590766018,5.643118550519656,25.635831922557166
P4I,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.3710291703458957,10.42682007604444,33.929180967490225
Si3I8,2,bottom-up,P1,1,triclinic,1.4085,False,7.183724175320369,8.23302106260805,34.56490976278632
Sb2Te5,2,bottom-up,P2_1/c,2/m,monoclinic,0.3358,True,8.73048285,7.753488481319074,32.073157952086255
Ge3Pd,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,5.793019322658522,5.790469555936701,25.862686926024057
AsF3,2,bottom-up,P2_1/c,2/m,monoclinic,5.1725,True,7.500026519546781,7.652243000115849,24.60036113240019
CrF2,2,bottom-up,C2/m,2/m,monoclinic,2.7957,False,3.1271363350573878,3.5204728086345236,23.141234610731573
InF,2,bottom-up,Pbcm,mmm,orthorhombic,2.1104,False,4.6986227900069855,5.747086480153981,23.094000650027553
TlBi5,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0927,True,8.28258751,14.24572511,26.806861
FeI4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,6.949969706262826,7.305410561693231,23.480616199176314
BF,2,bottom-up,Pbcm,mmm,orthorhombic,0.0,False,3.1544730109032475,5.561707894598025,23.09398990179451
CrTe2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.7276178618130564,6.372067539013946,24.19321542366416
MoI4,2,bottom-up,P-1,-1,triclinic,0.0,False,6.316604826892867,7.815223269581774,23.603823763513073
VTe3,2,bottom-up,P-1,-1,triclinic,0.0,False,6.17247385943781,7.178377772672561,26.3429496706062
Sb2O3,2,bottom-up,Pmn2_1,mm2,orthorhombic,3.5316,False,4.2187093789231325,5.735687735073973,23.93501704133377
NiS,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.7667850044987965,3.7666930044942606,22.999467000027693
CoBr4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,5.9981536742128405,6.304356688712844,23.09084148160124
Re2I7,2,bottom-up,Pc,m,monoclinic,0.028200000000000003,False,8.246809723951541,11.956042851860808,23.689984733972853
NiPb3,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.543829504100006,6.538724464129639,26.095599000016847
TaSe3,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.5124243500000034,15.801330900731372,27.85606101526017
BP3,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,6.509966000806303,6.509823866368583,21.1982530006564
VI3,2,bottom-up,P-31m,-3m,trigonal,0.08699999999999974,False,6.957366001376528,6.957333261245001,22.71917901307693
FeF2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.177323000476187,3.176861580844844,22.999163267184677
Sn3Rh,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.370842616366272,6.36944038285924,25.635832005468487
P4C3,2,bottom-up,P-6m2,-6m2,hexagonal,0.14480000000000004,False,9.021634233064036,9.021636473526792,20.000000004334495
La2Cl3,2,bottom-up,C2/m,2/m,monoclinic,0.28729999999999994,False,4.109289286622867,10.162447834997877,25.499526817083108
S5N2,2,bottom-up,P2_1,2,monoclinic,0.37949999999999995,True,7.504050951031971,6.062281438779661,32.593635631265734
NiGe4,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,5.916950443972561,5.933098268197781,22.903963000353237
Si3P4,2,bottom-up,Amm2,mm2,orthorhombic,0.0,False,10.072451905965728,10.072434124284817,20.00000088444623
Tc2I5,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,6.4387983961587825,6.929495015908194,25.157913588621913
Si3N4,2,bottom-up,Amm2,mm2,orthorhombic,0.0,False,8.461753434844821,8.461995980537292,20.000000067079448
PI4,2,bottom-up,P-1,-1,triclinic,0.0,False,6.42331139694391,8.045620467771307,25.277268613017455
LuC2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.3730316708287313,3.373040465136744,23.779510000000617
Sc2Te3,2,bottom-up,P1,1,triclinic,0.2784,True,7.048256389518971,7.338159366544516,21.514654740450425
WI4,2,bottom-up,P1,1,triclinic,0.03550000000000009,False,6.806416037910048,7.233707160322914,22.739886467914605
NbI4,2,bottom-up,P2_1/c,2/m,monoclinic,0.000600000000000156,False,6.978022330242544,10.293746428095394,25.791856476741508
Sn4Rh,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,6.4931535200011385,6.493155840001051,22.92430800000057
Re2Br7,2,bottom-up,P2_1,2,monoclinic,0.05719999999999992,False,6.401019609768671,9.428411495925172,31.3990529677652
CoSn4,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,6.317952400219055,6.3179355102516865,22.924308000159506
Hf3S2,2,bottom-up,P4/mmm,4/mmm,tetragonal,0.0,False,3.466973031184119,3.4679310311750724,26.086724000003546
PdN2,2,bottom-up,P-1,-1,triclinic,0.032099999999999795,False,3.655941079260715,7.8364575106397405,25.86392885442407
NiBi2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,7.076762998689737,7.0500305455528505,22.860067591424976
Si3Pd,2,bottom-up,P42_12,422,tetragonal,0.0,False,5.793602568015061,5.795380772722117,25.86268655551289
NiTe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.60891805943956,3.608974059438638,22.999467000000106
BiPb,2,bottom-up,C2/m,2/m,monoclinic,0.2985,True,4.615713023762428,13.569064677846631,24.728863405403697
UF4,2,bottom-up,C2/m,2/m,monoclinic,0.38400000000000034,False,5.726671012018287,5.726670877800448,25.18472520133477
InN3,2,bottom-up,C2/m,2/m,monoclinic,0.49049999999999994,False,5.678745761445188,5.716786111263542,21.21354469439509
BSe,2,bottom-up,C2/m,2/m,monoclinic,1.7394999999999998,True,3.2667763011397453,4.13048267195298,23.454364657055088
Pb3Cl8,2,bottom-up,P1,1,triclinic,0.6590000000000003,False,6.9276649927272755,5.456555448826764,34.319236369172714
CF3,2,bottom-up,P1,1,triclinic,3.3165,False,4.405336752652855,7.450412554062359,24.138177462728226
Ga2Te3,2,bottom-up,P-62m,-6m2,hexagonal,1.4087999999999994,True,7.275355293357292,7.27555351995594,20.011829022619818
SiN2,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.6915999999999998,False,2.814846270000627,9.477794861421382,26.149775003935428
P2Pt,2,bottom-up,C2/m,2/m,monoclinic,0.0,False,6.4787536261679985,6.478835598827771,22.894992473623766
PdPb3,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.712990650400272,6.705205479725134,25.862687057068232
P4Br,2,bottom-up,P2/m,2/m,monoclinic,0.0,False,3.403036890068463,10.408985668587414,33.81252679600741
AuS2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.638459,3.613662826980542,23.00983930039082
Bi2S5,2,bottom-up,P2_1/c,2/m,monoclinic,0.4758000000000002,False,9.108558895125137,6.548004768284225,32.15880734289038
CoTe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.7421281519323943,3.742127621932397,22.797818000000124
AgBr,2,bottom-up,Pmma,mmm,orthorhombic,0.9532000000000003,False,3.8298400000048303,3.929824000000636,23.042555000028752
Tc2I7,2,bottom-up,P2/c,2/m,monoclinic,0.0005999999999999339,False,6.968834800960792,13.64031747600201,23.69029000066112
PtSe,2,bottom-up,P4/nmm,4/mmm,tetragonal,0.0,False,3.899270013378017,3.899158013378401,22.999467000000084
TaI4,2,bottom-up,P2_1/c,2/m,monoclinic,0.0,False,6.983313347199281,10.259083392699162,25.683757170826023
VBr5,2,bottom-up,P1,1,triclinic,0.0,False,7.330178784108879,11.015337859240264,25.802696466129976
MnTe2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,3.741411000206339,3.7413965977674697,22.641327000872433
TaS2,2,bottom-up,P-1,-1,triclinic,0.1392000000000002,False,12.217782227130954,12.219750255764461,23.73284956735006
Sn3Cl8,2,bottom-up,P1,1,triclinic,2.2038,True,6.372463692791065,6.744815180018915,33.17705087261304
ReBr3,2,bottom-up,P-3m1,-3m,trigonal,1.2480000000000002,False,10.682106140043372,10.682098784981186,26.85605800007737
Ge3Br8,2,bottom-up,P1,1,triclinic,1.4062999999999999,False,6.544294272340644,7.580608360591544,34.41302269200575
Ag18S11,2,bottom-up,P1,1,triclinic,0.0,False,4.434202181139248,3.955714617130859,52.59603700877095
Si3F8,2,bottom-up,P1,1,triclinic,3.8852,True,5.173997455059687,9.045762815629743,32.340155957193446
P9I2,2,bottom-up,P2_1/m,2/m,monoclinic,0.0,False,3.368917002586143,10.44195108285353,35.20006945614713
Sb2Se5,2,bottom-up,P2_1/c,2/m,monoclinic,0.6321999999999999,False,9.458478645144972,6.879875851190909,32.129844841867154
P4F,2,bottom-up,P-1,-1,triclinic,0.0,False,2.6339568985540898,8.267200830188456,34.68902065840139
Nb3F8,2,bottom-up,P3m1,3m,trigonal,0.2110000000000003,False,5.994626740253997,5.994636765953795,23.75506200061734
Mn2Cl5,2,bottom-up,P2/c,2/m,monoclinic,0.0,False,5.734542001406564,6.4649645546790895,25.784640924094195
Pb3Br8,2,bottom-up,P1,1,triclinic,1.1964000000000001,False,5.799928086959296,8.077461372386685,34.019638417683055
CoB3,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,3.2498950130504216,3.249914281346048,25.1309120005683
VF5,2,bottom-up,P-1,-1,triclinic,2.6315,False,5.062821375524008,7.139164368585337,23.66057719997403
CrSe3,2,bottom-up,P2_1/c,2/m,monoclinic,0.37819999999999965,False,10.592503690068293,10.59860040914795,24.48214887503643
IrC4,2,bottom-up,P4/nbm,4/mmm,tetragonal,0.0,False,4.526960267697168,4.526967810822059,22.924308000076383
VI5,2,bottom-up,P-1,-1,triclinic,0.0,False,7.973770275495401,7.896622900950127,24.519365804260598
NiSn3,2,bottom-up,P4/mbm,4/mmm,tetragonal,0.0,False,6.2339514604060255,6.2332411271245345,25.86268702053664
ScC3,2,bottom-up,P-6m2,-6m2,hexagonal,0.0,False,4.50815946276409,4.507959028108903,20.000000000406363
AlN5,2,bottom-up,Pmc2_1,mm2,orthorhombic,0.0,False,4.340137991034345,12.016108361453949,26.806696935802368
PtN2,2,bottom-up,P-3m1,-3m,trigonal,0.0,False,5.602217443005639,5.595969053150879,22.859947727325128
VF3,2,bottom-up,P-31m,-3m,trigonal,2.2073,False,5.2999375020729,5.299947510674174,22.719179014039685
TlN5,2,bottom-up,Pmc2_1,mm2,orthorhombic,2.7206,False,4.638285940000117,9.129916840066869,26.806861000196758
